,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.16,0.54,0.0,0.0,0.0,0.11,0.0,0.15,1.16,0.0,0.23,0.91,0.0,0.0,0.05,0.79,1
1,1,0.0,0.05,0.67,0.0,0.0,0.0,0.31,0.0,0.1,1.06,0.0,0.19,0.63,0.0,0.0,0.12,0.87,1
2,2,0.0,0.0,0.73,0.0,0.0,0.0,0.41,0.0,0.07,1.02,0.0,0.21,0.52,0.0,0.0,0.11,0.93,1
3,3,0.0,0.0,0.74,0.0,0.03,0.02,0.44,0.0,0.08,1.0,0.0,0.27,0.57,0.0,0.0,0.09,0.86,1
4,4,0.0,0.0,0.74,0.0,0.08,0.02,0.45,0.0,0.12,1.04,0.0,0.29,0.63,0.0,0.0,0.13,0.85,1
5,5,0.0,0.01,0.77,0.1,0.11,0.02,0.47,0.0,0.13,1.11,0.0,0.31,0.7,0.0,0.0,0.23,0.77,1
6,6,0.0,0.07,0.81,0.17,0.1,0.0,0.43,0.0,0.12,1.19,0.0,0.35,0.78,0.0,0.0,0.23,0.77,1
7,7,0.12,0.29,0.69,0.25,0.06,0.02,0.26,0.0,0.11,1.31,0.0,0.43,0.87,0.0,0.0,0.25,0.5,1
8,8,0.27,0.51,0.63,0.23,0.03,0.08,0.14,0.04,0.1,1.27,0.0,0.52,0.99,0.0,0.0,0.2,0.25,1
9,9,0.51,0.7,0.56,0.28,0.0,0.14,0.03,0.06,0.07,1.2,0.0,0.51,0.97,0.0,0.0,0.23,0.0,1
10,10,0.63,0.69,0.54,0.32,0.0,0.19,0.03,0.2,0.08,1.13,0.0,0.5,0.96,0.0,0.0,0.43,0.0,1
11,11,0.57,0.46,0.5,0.27,0.0,0.13,0.0,0.32,0.1,1.29,0.0,0.43,0.8,0.0,0.0,0.58,0.0,1
12,12,0.33,0.21,0.47,0.23,0.0,0.19,0.0,0.47,0.15,1.39,0.0,0.46,0.68,0.0,0.0,0.58,0.0,1
13,13,0.09,0.04,0.62,0.17,0.01,0.38,0.0,0.5,0.16,1.54,0.0,0.41,0.61,0.0,0.0,0.49,0.0,1
14,14,0.0,0.15,0.7,0.16,0.01,0.62,0.0,0.54,0.15,1.53,0.0,0.36,0.62,0.0,0.0,0.47,0.0,1
15,15,0.05,0.19,0.81,0.1,0.01,0.67,0.0,0.64,0.15,1.71,0.0,0.36,0.6,0.0,0.0,0.37,0.0,1
16,16,0.12,0.2,0.75,0.1,0.0,0.5,0.0,0.74,0.13,1.79,0.0,0.37,0.58,0.0,0.0,0.24,0.0,1
17,17,0.17,0.15,0.72,0.13,0.0,0.4,0.0,0.83,0.13,1.95,0.0,0.42,0.53,0.0,0.0,0.13,0.0,1
18,18,0.16,0.15,0.65,0.18,0.0,0.32,0.0,0.84,0.12,2.02,0.0,0.38,0.6,0.0,0.0,0.16,0.0,1
19,19,0.15,0.15,0.66,0.21,0.0,0.36,0.0,0.87,0.13,2.07,0.0,0.39,0.57,0.0,0.0,0.19,0.0,1
20,20,0.16,0.17,1.04,0.58,0.0,0.3,0.0,0.74,0.16,1.97,0.24,0.44,0.37,0.0,0.0,0.13,0.0,1
21,21,0.24,0.3,1.11,0.65,0.01,0.38,0.0,0.76,0.18,1.94,0.24,0.43,0.39,0.0,0.0,0.08,0.0,1
22,22,0.3,0.47,1.21,0.66,0.07,0.39,0.0,0.72,0.21,1.96,0.24,0.49,0.5,0.0,0.0,0.19,0.0,1
23,23,0.24,0.49,0.94,0.26,0.16,0.4,0.0,0.78,0.28,2.02,0.0,0.47,0.74,0.0,0.0,0.44,0.0,1
24,24,0.12,0.32,0.92,0.22,0.24,0.55,0.0,0.59,0.27,2.0,0.0,0.48,0.72,0.0,0.0,0.54,0.0,1
25,25,0.01,0.1,0.81,0.13,0.28,0.76,0.0,0.45,0.26,1.84,0.0,0.33,0.71,0.0,0.0,0.55,0.0,1
26,26,0.0,0.05,0.69,0.16,0.29,1.09,0.0,0.38,0.21,1.73,0.0,0.19,0.77,0.0,0.0,0.3,0.0,1
27,27,0.0,0.05,0.73,0.14,0.27,1.17,0.0,0.37,0.24,1.74,0.0,0.1,0.85,0.0,0.0,0.2,0.0,1
28,28,0.0,0.05,0.76,0.21,0.17,1.09,0.0,0.27,0.26,1.83,0.0,0.09,0.78,0.0,0.0,0.01,0.0,1
29,29,0.0,0.0,0.81,0.27,0.08,0.98,0.0,0.16,0.25,1.95,0.0,0.1,0.73,0.0,0.0,0.01,0.0,1
30,30,0.0,0.0,0.64,0.17,0.03,0.75,0.0,0.06,0.21,1.91,0.0,0.14,0.57,0.0,0.0,0.01,0.0,1
31,31,0.0,0.0,0.59,0.1,0.2,0.75,0.0,0.04,0.15,1.5,0.0,0.41,0.37,0.0,0.0,0.09,0.0,1
32,32,0.12,0.02,0.38,0.0,0.27,0.56,0.0,0.0,0.09,1.18,0.0,0.39,0.14,0.0,0.0,0.09,0.0,1
33,33,0.38,0.12,0.35,0.0,0.33,0.63,0.0,0.0,0.07,0.87,0.0,0.38,0.05,0.0,0.0,0.09,0.0,1
34,34,0.64,0.22,0.24,0.0,0.21,0.58,0.0,0.0,0.07,0.89,0.0,0.16,0.12,0.0,0.0,0.0,0.0,1
35,35,0.87,0.2,0.33,0.0,0.16,0.91,0.0,0.0,0.07,0.75,0.0,0.24,0.15,0.06,0.0,0.0,0.0,1
36,36,1.0,0.1,0.38,0.0,0.08,1.12,0.0,0.0,0.11,0.69,0.0,0.34,0.2,0.2,0.0,0.0,0.0,1
37,37,1.14,0.07,0.43,0.0,0.03,1.5,0.0,0.03,0.2,0.63,0.03,0.43,0.13,0.4,0.0,0.11,0.0,1
38,38,1.15,0.1,0.46,0.0,0.01,1.66,0.0,0.08,0.3,0.58,0.03,0.53,0.09,0.54,0.0,0.21,0.0,1
39,39,1.22,0.1,0.46,0.13,0.03,1.86,0.0,0.08,0.3,0.49,0.11,0.71,0.02,0.66,0.0,0.37,0.0,1
40,40,1.28,0.03,0.48,0.45,0.06,2.04,0.0,0.06,0.27,0.47,0.13,0.83,0.05,0.75,0.0,0.45,0.0,1
41,41,1.27,0.0,0.44,0.71,0.23,2.24,0.02,0.1,0.31,0.39,0.13,1.09,0.08,0.78,0.0,0.37,0.0,1
42,42,1.13,0.0,0.44,0.87,0.4,2.28,0.04,0.15,0.44,0.31,0.07,1.28,0.09,0.79,0.0,0.35,0.0,1
43,43,0.97,0.0,0.4,0.77,0.48,2.16,0.09,0.18,0.54,0.12,0.09,1.48,0.22,0.91,0.0,0.27,0.0,1
44,44,1.0,0.0,0.44,0.92,0.47,2.05,0.1,0.2,0.61,0.07,0.12,1.63,0.33,1.07,0.0,0.37,0.0,1
45,45,1.07,0.0,0.57,0.96,0.37,2.04,0.07,0.3,0.61,0.09,0.14,1.72,0.41,1.2,0.0,0.41,0.0,1
46,46,1.14,0.0,0.75,1.0,0.36,2.03,0.03,0.46,0.67,0.18,0.09,1.82,0.31,1.19,0.0,0.47,0.0,1
47,47,1.06,0.0,0.9,0.87,0.32,2.1,0.02,0.65,0.66,0.23,0.06,1.93,0.17,1.18,0.1,0.58,0.0,1
48,48,1.04,0.03,0.99,0.82,0.42,2.31,0.07,0.78,0.73,0.29,0.03,1.96,0.05,1.23,0.31,0.83,0.0,1
49,49,1.04,0.03,1.02,0.84,0.42,2.49,0.11,0.87,0.77,0.29,0.0,1.98,0.03,1.25,0.55,1.09,0.0,1
50,50,1.11,0.03,1.07,0.84,0.5,2.6,0.17,0.93,0.89,0.34,0.0,1.9,0.03,1.24,0.81,1.29,0.0,1
51,51,1.08,0.0,1.05,0.85,0.46,2.59,0.21,1.02,0.98,0.34,0.0,1.9,0.03,1.18,0.99,1.43,0.0,1
52,52,1.06,0.0,1.05,0.89,0.53,2.6,0.26,1.08,1.05,0.38,0.0,1.89,0.0,1.16,1.17,1.53,0.0,1
53,53,1.0,0.0,0.95,0.91,0.51,2.54,0.27,1.05,1.07,0.45,0.0,1.91,0.0,1.2,1.18,1.62,0.0,1
54,54,1.02,0.0,0.87,0.91,0.52,2.54,0.22,1.02,1.1,0.5,0.0,1.93,0.01,1.25,1.07,1.55,0.0,1
55,55,1.0,0.0,0.78,0.93,0.57,2.54,0.17,1.01,1.14,0.54,0.0,1.99,0.01,1.31,0.96,1.46,0.0,1
