,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.13,0.0,0.2,0.0,0.0,0.28,0.0,1.05,0.09,0.9,0.06,0.37,0.12,0.0,1.15,1.02,0.46,1
1,1,0.32,0.0,0.27,0.0,0.0,0.47,0.0,1.1,0.1,0.84,0.02,0.4,0.22,0.0,0.98,0.96,0.59,1
2,2,0.41,0.0,0.33,0.0,0.0,0.62,0.0,1.17,0.11,0.79,0.04,0.48,0.18,0.0,0.89,0.91,0.63,1
3,3,0.46,0.0,0.35,0.0,0.0,0.8,0.0,1.23,0.13,0.73,0.07,0.61,0.13,0.0,0.82,0.96,0.54,1
4,4,0.5,0.0,0.38,0.0,0.0,0.84,0.0,1.21,0.13,0.76,0.1,0.73,0.12,0.0,0.81,0.93,0.51,1
5,5,0.51,0.0,0.35,0.0,0.0,0.85,0.03,1.09,0.14,0.74,0.07,0.78,0.11,0.0,0.72,0.87,0.48,1
6,6,0.5,0.0,0.26,0.0,0.0,0.81,0.03,1.07,0.14,0.68,0.04,0.82,0.03,0.07,0.54,0.64,0.52,1
7,7,0.51,0.0,0.19,0.0,0.0,0.89,0.04,1.0,0.08,0.55,0.03,0.91,0.0,0.18,0.28,0.33,0.54,1
8,8,0.56,0.0,0.15,0.0,0.0,0.96,0.0,1.0,0.04,0.44,0.01,1.02,0.0,0.26,0.06,0.13,0.53,1
9,9,0.62,0.0,0.25,0.0,0.0,1.05,0.0,0.88,0.07,0.5,0.01,1.04,0.0,0.32,0.0,0.16,0.46,1
10,10,0.59,0.0,0.35,0.0,0.0,0.97,0.0,0.87,0.17,0.46,0.0,1.03,0.0,0.3,0.07,0.43,0.37,1
11,11,0.61,0.0,0.45,0.0,0.0,0.78,0.0,0.85,0.26,0.59,0.0,1.06,0.0,0.41,0.07,0.75,0.2,1
12,12,0.58,0.0,0.49,0.01,0.0,0.47,0.0,0.83,0.27,0.58,0.0,1.13,0.0,0.58,0.07,0.95,0.11,1
13,13,0.6,0.0,0.51,0.02,0.0,0.23,0.0,0.81,0.27,0.71,0.0,1.2,0.0,0.8,0.0,1.0,0.0,1
