,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
16,0.12,0.0,0.9,0.0,0.64,2.29,0.0,2.03,0.16,1.12,0.62,0.74,0.0,0.21,0.88,0.49,0.0,real
17,0.1,0.0,0.85,0.0,0.65,2.3,0.0,2.03,0.17,1.05,0.63,0.85,0.0,0.24,0.91,0.54,0.0,real
18,0.12,0.03,0.86,0.0,0.64,2.31,0.0,1.98,0.18,1.04,0.61,0.79,0.0,0.22,0.9,0.51,0.0,real
19,0.15,0.06,0.87,0.0,0.64,2.34,0.0,1.95,0.19,1.05,0.7,0.72,0.0,0.19,0.94,0.53,0.0,real
20,0.17,0.1,0.88,0.0,0.63,2.35,0.0,1.97,0.19,1.1,0.81,0.6,0.0,0.15,0.99,0.51,0.0,real
21,0.16,0.07,0.87,0.0,0.61,2.34,0.0,1.98,0.18,1.15,0.94,0.54,0.0,0.15,1.06,0.5,0.0,real
22,0.15,0.05,0.88,0.0,0.63,2.38,0.0,1.99,0.18,1.2,0.87,0.43,0.0,0.13,1.0,0.5,0.0,real
23,0.1,0.01,0.88,0.0,0.65,2.36,0.0,1.92,0.19,1.29,0.73,0.46,0.0,0.14,0.95,0.45,0.0,real
24,0.06,0.01,0.82,0.0,0.64,2.37,0.0,1.88,0.21,1.36,0.52,0.55,0.0,0.09,0.85,0.43,0.0,real
25,0.02,0.0,0.79,0.0,0.6,2.3,0.0,1.83,0.2,1.42,0.45,0.69,0.0,0.06,0.86,0.44,0.0,real
26,0.0,0.0,0.79,0.0,0.61,2.3,0.0,1.81,0.18,1.44,0.57,0.62,0.0,0.03,0.89,0.45,0.0,real
27,0.05,0.05,0.81,0.0,0.66,2.41,0.0,1.8,0.15,1.35,0.52,0.56,0.0,0.04,0.94,0.38,0.0,real
28,0.1,0.12,0.8,0.0,0.71,2.47,0.0,1.76,0.14,1.28,0.47,0.5,0.0,0.06,0.91,0.26,0.0,real
29,0.14,0.15,0.79,0.0,0.72,2.52,0.0,1.73,0.12,1.14,0.28,0.54,0.0,0.11,0.79,0.21,0.0,real
30,0.12,0.14,0.78,0.0,0.71,2.44,0.0,1.71,0.1,1.14,0.28,0.56,0.0,0.16,0.75,0.22,0.0,real
31,0.11,0.13,0.79,0.0,0.7,2.41,0.0,1.72,0.06,1.09,0.24,0.53,0.0,0.23,0.6,0.3,0.0,real
32,0.11,0.17,0.78,0.0,0.68,2.32,0.0,1.77,0.03,1.05,0.14,0.52,0.0,0.3,0.4,0.31,0.0,real
33,0.11,0.18,0.79,0.0,0.64,2.28,0.0,1.79,0.0,0.98,0.08,0.61,0.0,0.36,0.19,0.42,0.0,real
34,0.12,0.17,0.84,0.0,0.63,2.28,0.0,1.87,0.0,0.98,0.28,0.75,0.0,0.33,0.27,0.35,0.0,real
35,0.09,0.15,0.88,0.0,0.63,2.39,0.0,1.76,0.0,1.0,0.29,0.71,0.0,0.23,0.23,0.25,0.0,real
36,0.05,0.11,0.94,0.0,0.64,2.37,0.0,1.62,0.01,1.05,0.26,0.57,0.0,0.17,0.22,0.14,0.0,real
37,0.0,0.06,0.95,0.0,0.64,2.38,0.0,1.46,0.01,1.05,0.15,0.42,0.0,0.17,0.04,0.14,0.0,real
38,0.0,0.01,0.99,0.0,0.64,2.22,0.0,1.45,0.01,1.11,0.25,0.41,0.0,0.21,0.03,0.27,0.0,real
39,0.0,0.04,0.99,0.0,0.64,2.18,0.0,1.53,0.02,1.1,0.58,0.39,0.0,0.16,0.07,0.25,0.0,real
40,0.0,0.04,1.02,0.0,0.63,2.12,0.0,1.54,0.03,1.13,0.71,0.38,0.0,0.14,0.11,0.32,0.0,real
41,0.0,0.07,1.01,0.0,0.66,2.13,0.0,1.54,0.03,1.08,0.97,0.29,0.0,0.1,0.23,0.34,0.0,real
42,0.0,0.07,1.01,0.0,0.7,2.2,0.0,1.56,0.02,1.02,0.91,0.34,0.0,0.11,0.24,0.42,0.0,real
43,0.0,0.1,0.94,0.0,0.72,2.2,0.0,1.54,0.03,0.94,0.8,0.39,0.0,0.1,0.39,0.36,0.0,real
44,0.0,0.06,0.9,0.0,0.73,2.21,0.0,1.48,0.05,0.89,0.54,0.44,0.0,0.12,0.42,0.28,0.0,real
45,0.0,0.06,0.86,0.0,0.72,2.17,0.0,1.41,0.06,0.87,0.38,0.34,0.0,0.08,0.44,0.27,0.0,real
46,0.0,0.04,0.89,0.0,0.72,2.21,0.0,1.43,0.05,0.87,0.38,0.22,0.0,0.04,0.39,0.34,0.0,real
47,0.01,0.08,0.95,0.0,0.73,2.28,0.0,1.52,0.04,0.93,0.47,0.19,0.0,0.02,0.44,0.44,0.0,real
48,0.03,0.12,0.99,0.0,0.73,2.27,0.0,1.55,0.04,0.95,0.44,0.17,0.0,0.02,0.39,0.56,0.0,real
49,0.03,0.11,0.95,0.0,0.72,2.25,0.0,1.56,0.03,0.91,0.39,0.23,0.0,0.02,0.38,0.52,0.0,real
50,0.04,0.06,0.87,0.0,0.73,2.32,0.0,1.56,0.02,0.91,0.27,0.27,0.0,0.01,0.41,0.47,0.0,real
51,0.02,0.0,0.85,0.0,0.77,2.37,0.0,1.61,0.03,0.91,0.25,0.34,0.0,0.0,0.65,0.38,0.0,real
52,0.02,0.0,0.85,0.0,0.83,2.45,0.0,1.68,0.06,0.89,0.37,0.31,0.0,0.0,0.81,0.41,0.0,real
53,0.0,0.0,0.88,0.0,0.86,2.44,0.0,1.74,0.08,0.82,0.55,0.29,0.0,0.0,0.9,0.4,0.0,real
54,0.02,0.0,0.87,0.0,0.86,2.45,0.0,1.78,0.09,0.83,0.64,0.27,0.0,0.0,0.96,0.4,0.0,real
55,0.03,0.02,0.9,0.0,0.85,2.47,0.0,1.77,0.11,0.89,0.44,0.27,0.0,0.01,1.06,0.39,0.0,real
56,0.05,0.13,0.94,0.0,0.84,2.54,0.0,1.75,0.16,0.93,0.19,0.3,0.0,0.04,1.09,0.4,0.0,real
57,0.03,0.13,0.94,0.0,0.81,2.62,0.0,1.65,0.15,0.87,0.31,0.33,0.0,0.14,1.01,0.3,0.0,real
58,0.01,0.11,0.88,0.0,0.76,2.75,0.0,1.64,0.12,0.88,0.56,0.25,0.0,0.17,0.9,0.19,0.0,real
59,0.0,0.01,0.87,0.0,0.74,2.7,0.0,1.61,0.12,1.0,0.69,0.19,0.0,0.22,0.89,0.14,0.0,real
60,0.01,0.06,0.89,0.0,0.79,2.61,0.0,1.72,0.18,1.22,0.52,0.15,0.0,0.19,0.8,0.08,0.02,real
61,0.01,0.06,0.96,0.0,0.84,2.45,0.0,1.72,0.25,1.4,0.27,0.19,0.0,0.26,0.71,0.11,0.02,real
62,0.01,0.1,0.96,0.0,0.87,2.41,0.0,1.79,0.23,1.49,0.11,0.24,0.0,0.32,0.62,0.16,0.07,real
63,0.0,0.13,0.97,0.0,0.87,2.38,0.0,1.83,0.22,1.62,0.14,0.28,0.0,0.39,0.63,0.21,0.06,real
64,0.0,0.13,0.93,0.0,0.87,2.39,0.0,1.93,0.22,1.62,0.51,0.34,0.0,0.38,0.74,0.18,0.05,real
65,0.0,0.08,0.86,0.0,0.86,2.4,0.0,1.92,0.29,1.63,0.59,0.22,0.0,0.33,0.68,0.06,0.05,real
66,0.0,0.0,0.8,0.0,0.86,2.51,0.0,1.97,0.33,1.65,0.45,0.1,0.0,0.28,0.7,0.07,0.04,real
67,0.0,0.0,0.71,0.0,0.88,2.56,0.0,2.0,0.35,1.77,0.12,0.0,0.0,0.22,0.63,0.07,0.04,real
68,0.0,0.0,0.68,0.0,0.95,2.63,0.0,2.03,0.35,1.76,0.06,0.01,0.0,0.21,0.51,0.08,0.0,real
69,0.0,0.0,0.65,0.0,0.95,2.69,0.0,1.96,0.35,1.74,0.06,0.01,0.0,0.19,0.35,0.01,0.0,real
70,0.0,0.0,0.7,0.0,0.96,2.68,0.0,1.95,0.32,1.76,0.02,0.01,0.0,0.19,0.37,0.03,0.0,real
71,0.0,0.0,0.69,0.0,0.92,2.79,0.0,1.92,0.3,1.96,0.0,0.0,0.0,0.2,0.46,0.1,0.0,real
72,0.0,0.0,0.65,0.0,0.94,2.87,0.0,1.91,0.3,2.1,0.0,0.0,0.0,0.18,0.59,0.22,0.0,real
73,0.0,0.0,0.62,0.0,0.96,2.99,0.0,1.84,0.35,2.17,0.0,0.0,0.0,0.17,0.43,0.27,0.0,real
74,0.0,0.0,0.62,0.0,0.95,3.02,0.0,1.87,0.37,2.16,0.0,0.03,0.0,0.1,0.27,0.2,0.0,real
75,0.0,0.0,0.55,0.0,0.91,2.85,0.0,1.9,0.37,2.17,0.0,0.04,0.0,0.05,0.18,0.17,0.0,real
76,0.0,0.0,0.48,0.0,0.84,2.71,0.0,1.93,0.35,2.19,0.0,0.09,0.0,0.04,0.1,0.2,0.0,real
77,0.0,0.0,0.41,0.0,0.81,2.51,0.0,1.94,0.32,2.28,0.0,0.09,0.0,0.1,0.13,0.27,0.0,real
78,0.0,0.0,0.41,0.0,0.79,2.48,0.0,1.94,0.32,2.3,0.0,0.1,0.0,0.18,0.2,0.2,0.0,real
79,0.0,0.0,0.39,0.0,0.79,2.49,0.0,1.92,0.31,2.31,0.0,0.05,0.0,0.2,0.26,0.1,0.0,real
80,0.0,0.0,0.34,0.0,0.8,2.43,0.0,1.91,0.34,2.2,0.0,0.02,0.0,0.13,0.28,0.03,0.0,real
81,0.0,0.0,0.29,0.0,0.8,2.32,0.0,1.87,0.35,2.18,0.0,0.04,0.0,0.05,0.18,0.0,0.03,real
82,0.0,0.0,0.31,0.0,0.81,2.32,0.0,1.83,0.35,2.17,0.0,0.05,0.0,0.0,0.21,0.05,0.03,real
83,0.0,0.0,0.37,0.0,0.8,2.4,0.02,1.9,0.37,2.17,0.0,0.05,0.0,0.0,0.42,0.14,0.05,real
84,0.0,0.0,0.43,0.0,0.83,2.5,0.02,2.01,0.4,2.1,0.0,0.01,0.0,0.0,0.66,0.28,0.02,real
85,0.0,0.0,0.43,0.0,0.87,2.42,0.02,2.03,0.39,1.98,0.0,0.0,0.0,0.0,0.86,0.3,0.02,real
86,0.0,0.0,0.4,0.0,0.93,2.42,0.03,1.99,0.37,2.0,0.0,0.0,0.0,0.0,0.78,0.34,0.0,real
87,0.0,0.0,0.38,0.0,1.0,2.52,0.03,1.89,0.35,2.03,0.0,0.0,0.0,0.0,0.77,0.28,0.0,real
88,0.0,0.0,0.44,0.0,1.01,2.6,0.04,1.84,0.36,1.92,0.0,0.0,0.0,0.0,0.78,0.37,0.0,real
89,0.0,0.0,0.7,0.0,1.01,2.75,0.02,1.77,0.37,1.65,0.0,0.0,0.0,0.0,1.0,0.6,0.0,real
90,0.0,0.0,0.89,0.0,1.03,2.76,0.02,1.8,0.36,1.45,0.0,0.0,0.0,0.0,1.19,0.9,0.0,real
91,0.0,0.0,0.74,0.03,1.1,2.24,0.01,1.7,0.44,1.57,0.0,0.0,0.3,0.0,1.51,1.05,0.0,real
92,0.0,0.0,0.64,0.03,1.15,2.21,0.04,1.55,0.44,1.7,0.0,0.0,0.33,0.0,1.64,0.97,0.0,real
93,0.0,0.0,0.58,0.03,1.15,2.17,0.06,1.38,0.49,1.67,0.0,0.0,0.33,0.0,1.63,1.01,0.0,real
94,0.0,0.0,0.82,0.0,1.08,2.71,0.08,1.44,0.48,1.46,0.0,0.0,0.02,0.0,1.58,1.15,0.0,real
95,0.0,0.0,0.82,0.04,1.04,2.62,0.07,1.55,0.55,1.35,0.0,0.0,0.0,0.0,1.6,1.26,0.0,real
96,0.0,0.0,0.82,0.04,1.04,2.5,0.13,1.66,0.59,1.24,0.0,0.0,0.05,0.0,1.68,1.2,0.0,real
97,0.0,0.43,0.56,0.04,1.14,1.85,0.18,1.58,0.76,1.24,0.0,0.03,0.34,0.09,1.55,1.07,0.11,real
98,0.0,0.7,0.33,0.0,1.22,1.74,0.32,1.53,0.85,1.25,0.0,0.03,0.46,0.09,1.33,1.02,0.24,real
99,0.0,0.83,0.12,0.0,1.27,1.49,0.46,1.38,0.85,1.36,0.0,0.1,0.56,0.09,0.97,0.89,0.45,real
100,0.0,0.65,0.09,0.0,1.29,1.7,0.73,1.39,0.76,1.27,0.0,0.1,0.49,0.0,0.87,0.83,0.56,real
101,0.0,0.73,0.07,0.0,1.33,1.46,0.92,1.39,0.83,1.15,0.0,0.1,0.53,0.0,0.65,0.57,0.76,real
102,0.0,1.06,0.12,0.0,1.36,1.39,1.11,1.58,1.07,1.24,0.0,0.04,0.54,0.0,0.46,0.51,0.96,real
103,0.0,1.2,0.12,0.0,1.44,1.05,1.26,1.6,1.35,1.49,0.19,0.01,0.53,0.0,0.1,0.6,1.21,real
104,0.0,1.46,0.13,0.0,1.41,0.68,1.46,1.48,1.5,1.73,0.43,0.01,0.56,0.0,0.0,0.76,1.31,real
105,0.0,1.47,0.12,0.0,1.34,0.46,1.61,1.3,1.38,1.67,0.46,0.07,0.6,0.0,0.06,0.6,1.27,real
106,0.0,1.47,0.17,0.0,1.17,0.62,1.64,1.28,1.17,1.47,0.27,0.15,0.62,0.0,0.09,0.24,1.03,real
107,0.0,1.17,0.14,0.0,1.16,0.89,1.51,1.45,0.99,1.26,0.03,0.15,0.44,0.0,0.16,0.22,0.81,real
108,0.0,0.92,0.05,0.0,1.14,1.06,1.21,1.68,0.94,1.21,0.0,0.08,0.24,0.0,0.18,0.62,0.51,real
109,0.0,0.85,0.07,0.0,1.07,1.29,0.9,1.91,0.82,1.15,0.0,0.0,0.05,0.0,0.15,0.86,0.28,real
110,0.0,0.71,0.2,0.0,0.79,1.27,0.64,1.96,0.6,1.13,0.0,0.0,0.05,0.0,0.33,0.92,0.06,real
111,0.0,0.64,0.38,0.0,0.54,1.44,0.42,1.89,0.4,0.85,0.0,0.0,0.05,0.0,0.5,0.99,0.0,real
112,0.0,0.32,0.6,0.0,0.37,1.61,0.27,1.69,0.3,0.81,0.0,0.0,0.0,0.0,1.14,1.39,0.0,real
113,0.0,0.15,0.8,0.13,0.33,1.88,0.1,1.49,0.26,0.7,0.0,0.0,0.0,0.0,1.59,1.79,0.0,real
114,0.0,0.0,0.85,0.21,0.28,1.9,0.05,1.13,0.23,0.63,0.0,0.0,0.0,0.0,1.98,1.92,0.0,real
115,0.0,0.0,0.75,0.25,0.17,1.78,0.0,0.77,0.12,0.38,0.08,0.03,0.0,0.0,1.34,1.63,0.0,real
116,0.0,0.0,0.5,0.15,0.07,1.11,0.0,0.53,0.06,0.38,0.08,0.44,0.0,0.29,0.64,1.51,0.0,real
117,0.0,0.0,0.44,0.06,0.04,0.98,0.0,0.33,0.01,0.38,0.17,0.71,0.0,0.29,0.0,1.28,0.15,real
118,0.0,0.0,0.4,0.02,0.04,0.91,0.0,0.29,0.01,0.54,0.09,0.91,0.0,0.29,0.0,1.26,0.27,real
119,0.0,0.0,0.6,0.0,0.06,1.36,0.0,0.22,0.0,0.39,0.09,0.79,0.0,0.0,0.0,1.0,0.43,real
120,0.0,0.0,0.74,0.11,0.09,1.44,0.0,0.3,0.0,0.28,0.08,1.02,0.0,0.17,0.0,1.04,0.5,real
121,0.0,0.0,0.83,0.11,0.07,1.36,0.0,0.48,0.0,0.1,0.11,0.98,0.0,0.22,0.0,0.9,0.61,real
122,0.0,0.0,0.79,0.11,0.05,1.08,0.0,0.58,0.0,0.0,0.11,0.69,0.0,0.22,0.53,0.98,0.71,real
123,0.0,0.0,0.82,0.0,0.02,0.9,0.0,0.74,0.0,0.0,0.03,0.19,0.0,0.05,0.91,0.92,0.78,real
124,0.0,0.0,0.99,0.0,0.07,0.81,0.07,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.33,0.71,real
125,0.0,0.0,1.19,0.02,0.08,0.98,0.18,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.65,0.51,real
126,0.0,0.0,1.05,0.02,0.18,0.88,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.76,0.23,real
127,0.0,0.0,0.95,0.02,0.18,1.05,0.56,0.54,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.58,0.07,real
128,0.0,0.0,0.78,0.0,0.28,1.0,0.66,0.61,0.0,0.0,0.0,0.0,0.04,0.0,0.82,1.17,0.02,real
129,0.0,0.0,0.91,0.0,0.16,1.35,0.6,0.45,0.0,0.0,0.0,0.0,0.04,0.0,0.77,1.0,0.01,real
130,0.0,0.0,1.14,0.05,0.25,0.99,0.37,0.37,0.0,0.0,0.3,0.75,0.04,0.62,0.43,0.9,0.18,real
131,0.0,0.0,0.96,0.05,0.19,0.92,0.4,0.2,0.0,0.2,0.3,0.86,0.08,0.62,0.23,0.59,0.17,real
132,0.0,0.0,0.85,0.08,0.29,0.7,0.5,0.24,0.0,0.26,0.3,0.87,0.15,0.62,0.03,0.37,0.17,real
133,0.0,0.0,0.54,0.11,0.27,0.99,0.72,0.33,0.0,0.26,0.0,0.16,0.21,0.0,0.06,0.38,0.28,real
134,0.0,0.0,0.68,0.36,0.23,1.18,0.62,0.25,0.0,0.06,0.0,0.23,0.25,0.0,0.06,0.67,0.64,real
135,0.05,0.0,0.7,0.56,0.12,1.24,0.5,0.11,0.0,0.0,0.0,0.27,0.29,0.0,0.08,0.89,1.01,real
136,0.19,0.0,0.68,0.77,0.01,1.29,0.42,0.02,0.0,0.0,0.0,0.61,0.32,0.0,0.01,0.6,1.13,real
137,0.38,0.05,0.53,0.9,0.0,1.26,0.47,0.06,0.0,0.0,0.0,0.88,0.19,0.0,0.01,0.31,1.27,real
138,0.58,0.11,0.57,1.08,0.11,1.37,0.49,0.13,0.0,0.0,0.0,1.3,0.09,0.28,0.03,0.09,1.05,real
139,0.88,0.25,0.37,1.08,0.11,1.46,0.48,0.13,0.0,0.0,0.0,1.45,0.0,0.28,0.07,0.06,1.15,real
140,1.06,0.2,0.28,0.82,0.18,1.68,0.29,0.07,0.0,0.0,0.0,1.71,0.0,0.28,0.35,0.06,1.02,real
141,1.19,0.14,0.02,0.55,0.13,1.75,0.14,0.0,0.0,0.0,0.0,2.09,0.02,0.0,0.46,0.0,1.23,real
142,1.13,0.0,0.1,0.42,0.2,1.71,0.0,0.0,0.0,0.0,0.0,2.31,0.29,0.0,0.67,0.0,1.12,real
143,1.33,0.11,0.11,0.48,0.22,1.56,0.0,0.01,0.0,0.0,0.0,2.38,0.41,0.0,0.63,0.0,1.26,real
144,1.3,0.14,0.09,0.37,0.24,1.25,0.07,0.15,0.0,0.0,0.22,2.55,0.48,0.0,0.58,0.0,1.31,real
145,1.05,0.14,0.07,0.22,0.22,1.17,0.13,0.4,0.0,0.0,0.48,2.64,0.21,0.0,0.33,0.0,1.27,real
146,0.52,0.02,0.13,0.04,0.24,0.94,0.24,0.54,0.0,0.0,1.14,2.71,0.09,0.0,0.09,0.0,0.78,real
147,0.18,0.0,0.23,0.0,0.3,1.06,0.23,0.67,0.0,0.0,1.59,2.72,0.0,0.0,0.0,0.0,0.36,real
148,0.18,0.0,0.36,0.0,0.24,0.9,0.22,0.65,0.0,0.0,2.04,2.2,0.0,0.0,0.05,0.0,0.02,real
149,0.3,0.02,0.42,0.03,0.15,1.17,0.18,0.81,0.0,0.0,1.84,1.73,0.01,0.0,0.38,0.09,0.0,real
150,0.44,0.06,0.51,0.06,0.08,1.3,0.21,0.85,0.0,0.0,1.8,1.0,0.01,0.0,0.63,0.09,0.0,real
151,0.71,0.24,0.47,0.29,0.08,1.35,0.16,0.89,0.0,0.0,1.52,1.36,0.01,0.0,0.7,0.22,0.0,real
152,0.83,0.38,0.54,0.41,0.06,1.22,0.08,0.9,0.0,0.0,1.23,1.44,0.01,0.0,0.55,0.38,0.0,real
153,0.97,0.55,0.52,0.57,0.01,1.05,0.0,0.93,0.0,0.0,0.7,1.63,0.01,0.0,0.46,0.64,0.0,real
154,0.57,0.36,0.44,0.34,0.01,1.03,0.0,1.27,0.0,0.06,0.27,1.36,0.01,0.0,0.65,0.54,0.0,real
155,0.36,0.2,0.31,0.19,0.01,0.93,0.0,1.37,0.0,0.06,0.27,1.15,0.0,0.0,0.7,0.35,0.0,real
156,0.2,0.0,0.25,0.0,0.0,0.72,0.0,1.48,0.0,0.06,0.32,0.89,0.09,0.0,0.78,0.14,0.0,real
157,0.28,0.0,0.26,0.0,0.0,0.48,0.0,1.23,0.0,0.0,0.38,0.74,0.09,0.0,0.72,0.34,0.0,real
158,0.31,0.0,0.24,0.0,0.0,0.27,0.0,1.16,0.0,0.0,0.23,0.8,0.09,0.0,0.82,0.63,0.0,real
159,0.36,0.0,0.27,0.0,0.0,0.33,0.0,1.09,0.0,0.01,0.06,0.99,0.0,0.0,0.74,1.01,0.0,real
160,0.46,0.0,0.21,0.0,0.0,0.5,0.0,1.2,0.0,0.01,0.0,1.34,0.0,0.11,0.66,0.81,0.0,real
161,0.51,0.0,0.18,0.0,0.0,0.62,0.0,1.27,0.0,0.01,0.0,1.75,0.0,0.23,0.54,0.5,0.0,real
162,0.51,0.0,0.13,0.0,0.0,0.68,0.0,1.37,0.0,0.0,0.0,2.04,0.0,0.34,0.57,0.16,0.0,real
163,0.45,0.0,0.42,0.0,0.0,0.69,0.0,1.45,0.0,0.0,0.01,1.81,0.06,0.22,0.86,0.2,0.0,real
164,0.37,0.0,0.74,0.01,0.0,0.94,0.0,1.57,0.0,0.0,0.1,1.31,0.06,0.11,1.31,0.44,0.1,real
165,0.31,0.0,1.08,0.02,0.0,1.0,0.0,1.7,0.0,0.0,0.22,1.03,0.07,0.0,1.81,0.58,0.23,real
166,0.48,0.0,1.1,0.02,0.0,1.1,0.0,1.64,0.0,0.0,0.7,1.42,0.07,0.0,1.35,0.57,0.27,real
167,0.74,0.0,1.11,0.02,0.0,1.0,0.0,1.64,0.0,0.0,1.07,1.91,0.1,0.0,0.7,0.3,0.3,real
168,0.91,0.0,1.06,0.0,0.0,1.0,0.0,1.54,0.0,0.0,1.26,2.17,0.17,0.0,0.01,0.07,0.29,real
169,0.94,0.0,1.11,0.0,0.0,1.04,0.0,1.55,0.0,0.0,1.26,2.04,0.11,0.0,0.05,0.0,0.4,real
170,0.91,0.0,1.14,0.0,0.0,1.09,0.0,1.55,0.0,0.0,1.01,1.99,0.09,0.0,0.2,0.0,0.31,real
171,0.95,0.0,1.23,0.0,0.0,1.17,0.0,1.5,0.0,0.0,1.04,1.89,0.16,0.0,0.42,0.0,0.27,real
172,0.97,0.03,1.39,0.0,0.0,1.13,0.0,1.51,0.0,0.0,0.74,1.68,0.32,0.0,0.62,0.11,0.13,real
173,0.98,0.03,1.46,0.0,0.0,1.08,0.0,1.4,0.0,0.0,0.77,1.61,0.5,0.04,0.46,0.27,0.12,real
174,1.0,0.03,1.45,0.0,0.0,0.96,0.0,1.38,0.0,0.0,0.81,1.57,0.59,0.1,0.24,0.29,0.03,real
175,1.03,0.09,1.36,0.0,0.0,1.0,0.0,1.27,0.0,0.0,0.77,1.84,0.42,0.14,0.0,0.28,0.03,real
176,1.05,0.13,1.34,0.0,0.0,1.01,0.0,1.21,0.0,0.0,0.9,2.01,0.42,0.17,0.0,0.13,0.0,real
177,1.08,0.16,1.31,0.0,0.0,1.1,0.0,1.18,0.0,0.0,0.74,2.12,0.36,0.17,0.0,0.11,0.04,real
178,0.87,0.07,1.2,0.0,0.0,0.79,0.0,1.18,0.0,0.15,1.78,1.96,1.53,0.2,0.44,0.01,0.04,real
179,0.7,0.03,1.08,0.03,0.0,0.46,0.0,1.2,0.0,0.15,3.08,1.9,2.88,0.14,1.18,0.15,0.04,real
180,0.65,0.0,1.11,0.03,0.0,0.32,0.0,1.22,0.0,0.15,4.54,1.77,4.08,0.09,2.02,0.27,0.05,real
181,0.8,0.0,1.18,0.03,0.0,0.48,0.0,1.34,0.0,0.0,5.0,1.64,4.24,0.0,2.86,0.49,0.12,real
182,1.01,0.0,1.21,0.0,0.0,0.52,0.0,1.39,0.0,0.0,5.0,1.39,3.79,0.0,3.36,0.34,0.22,real
183,1.15,0.0,0.92,0.0,0.0,0.27,0.0,1.47,0.0,0.02,4.91,1.51,3.37,0.0,3.59,0.45,0.16,real
184,1.28,0.11,0.69,0.1,0.0,0.46,0.0,1.3,0.0,0.18,3.48,1.95,2.25,0.04,2.31,0.23,0.09,real
185,1.35,0.24,0.57,0.28,0.0,0.78,0.0,1.12,0.0,0.18,2.09,2.13,1.65,0.04,1.2,0.23,0.19,real
186,1.37,0.39,0.61,0.55,0.0,1.1,0.0,0.86,0.0,0.2,0.83,2.17,0.95,0.04,0.15,0.0,0.41,real
187,1.43,0.31,0.75,0.68,0.0,1.0,0.0,0.5,0.0,0.03,0.73,1.99,1.21,0.0,0.31,0.05,0.7,real
188,1.57,0.4,0.79,0.84,0.03,1.01,0.0,0.23,0.0,0.03,0.86,2.35,1.34,0.0,0.52,0.05,1.14,real
189,1.77,0.45,0.86,0.96,0.03,0.82,0.0,0.0,0.0,0.0,0.55,2.44,1.37,0.0,0.62,0.05,1.67,real
190,1.73,0.6,0.59,1.1,0.03,0.51,0.0,0.18,0.0,0.0,0.67,2.21,1.58,0.0,0.99,0.48,1.46,real
